Dose,Setting,Grind,brew_mass_grams,total_dissolved_solids_percent,extraction_percent,pH,Liking,Temp,Flavor.intensity,Acidity,Mouthfeel,Tea.floral,Fruit,Citrus,Green.veg,Paper.wood,Burnt,Cereal,Nutty,Dark.chocolate,Caramel,Bitter,Astringent,Roasted,Sour,Thick.viscous,Sweet,Rubber,target_brew_temperature,target_total_dissolved_solids_percent,target_extraction_percent
176.1,6LG,5,2891.0,1.0,16.41680863,5.0,7,4,2,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,90,1.0,16
145.0,6LG,3,2886.9,1.07,21.30333103,5.12,4,3,2,2,3,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,90,1.0,20
121.1,14SM,3,2926.0,0.95,22.95375723,5.07,2,3,1,1,2,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,90,1.0,24
215.3,5SM,5,2831.4,1.235,16.24142592,5.03,6,3,3,3,3,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,90,1.25,16
176.1,12LG,3,2834.5,1.32,21.24667802,5.08,4,3,1,1,3,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,90,1.25,20
149.0,4LG,3,2860.6,1.245,23.90232886,5.08,4,3,2,2,3,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,90,1.25,24
252.7,5LG,5,2778.1,1.6,17.58986941,4.96,6,3,4,4,3,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,90,1.5,16
207.6,5LG,3,2790.0,1.495,20.09176301,5.06,6,3,4,4,4,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,90,1.5,20
176.1,4LG,3,2830.5,1.47,23.62768313,5.01,6,3,3,3,3,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,90,1.5,24
176.1,2SM,5,2819.1,1.02,16.32868825,4.97,8,3,3,3,3,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,93,1.0,16
140.3,3LG,3,2814.3,1.0,20.05915895,5.08,4,3,2,2,2,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,93,1.0,20
120.0,4LG,3,2867.4,1.025,24.492375,5.13,3,3,1,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,93,1.0,24
215.3,5SM,5,2790.9,1.31,16.98132373,4.94,6,3,3,4,3,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,93,1.25,16
176.1,1SM,3,2807.4,1.34,21.36238501,4.99,7,5,3,3,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,93,1.25,20
150.0,14SM,3,2832.0,1.21,22.8448,5.12,7,4,3,3,3,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,1,0,93,1.25,24
265.0,6LG,5,2784.8,1.57,16.49862642,5.02,6,3,2,3,2,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,1,0,93,1.5,16
207.6,4SM,4,2744.6,1.48,19.56651252,5.02,8,3,3,3,3,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,93,1.5,20
176.1,4LG,3,2746.9,1.5,23.39778535,5.05,6,4,3,3,2,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,93,1.5,24
176.1,1SM,5,2873.1,1.03,16.8046167,4.97,5,3,1,3,3,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,87,1.0,16
145.0,6LG,3,2958.2,1.01,20.6053931,5.06,7,4,3,3,2,0,0,0,0,0,0,0,1,1,0,0,0,1,1,0,0,0,87,1.0,20
119.0,4LG,3,2932.6,0.99,24.3972605,5.07,4,3,3,3,3,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,87,1.0,24
215.3,12LG,5,2850.7,1.3,17.21277288,5.07,4,3,3,2,3,1,0,0,0,1,1,0,0,0,0,1,0,0,1,0,0,0,87,1.25,16
176.1,12LG,3,2801.6,1.29,20.52279387,4.99,7,3,3,3,3,1,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,87,1.25,20
150.0,13SM,4,2842.2,1.34,25.39032,5.07,6,3,2,3,3,1,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,87,1.25,24
252.7,5LG,5,2798.9,1.5,16.61396913,5.08,6,4,4,4,3,0,0,1,0,0,1,0,0,0,0,1,0,1,1,0,0,0,87,1.5,16
207.6,5LG,3,2786.7,1.46,19.59817919,5.09,8,3,3,3,3,1,0,0,0,0,0,0,1,0,0,0,0,1,1,0,1,0,87,1.5,20
176.1,4LG,3,2790.7,1.46,23.13697899,4.98,5,4,3,2,3,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,87,1.5,24
176.1,6LG,5,2853.3,1.01,16.36475298,5.12,6,3,1,3,1,1,1,1,0,0,0,1,0,0,0,0,0,0,1,0,1,0,90,1.0,16
145.0,6LG,3,2867.1,1.05,20.76175862,5.15,6,3,2,3,2,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,90,1.0,20
121.1,14SM,3,2926.0,0.95,22.95375723,5.07,4,3,2,2,3,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,90,1.0,24
215.3,5SM,5,2821.2,1.3,17.03464933,5.08,4,3,3,3,4,0,0,0,1,1,1,0,0,0,0,0,0,0,1,0,0,0,90,1.25,16
176.1,12LG,3,2821.9,1.33,21.31247587,5.12,5,3,2,4,3,1,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,90,1.25,20
149.0,4LG,3,2861.7,1.27,24.39167114,5.06,2,2,3,3,4,0,0,0,1,1,1,0,0,0,0,1,0,1,0,0,0,0,90,1.25,24
252.7,5LG,5,2778.1,1.6,17.58986941,4.96,3,4,4,4,4,0,0,0,0,1,1,0,0,0,0,1,1,0,1,0,0,0,90,1.5,16
207.6,5LG,3,2779.2,1.49,19.94705202,5.04,5,4,4,3,3,0,0,0,0,1,1,0,0,0,0,1,0,0,1,0,0,0,90,1.5,20
176.1,4LG,3,2830.5,1.47,23.62768313,5.01,7,3,3,3,3,1,1,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,90,1.5,24
176.1,2SM,5,2819.1,1.02,16.32868825,4.97,6,4,2,3,3,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,93,1.0,16
140.3,3LG,3,2814.3,1.0,20.05915895,5.08,6,5,3,3,3,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,93,1.0,20
120.0,4LG,3,2842.7,1.01,23.92605833,5.13,5,3,1,1,2,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,93,1.0,24
215.3,5SM,5,2846.7,1.28,16.92418021,5.08,7,3,3,3,4,0,0,0,0,1,1,0,1,0,0,1,0,1,0,1,0,0,93,1.25,16
176.1,1SM,3,2807.4,1.34,21.36238501,4.99,6,5,2,3,3,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,93,1.25,20
150.0,14SM,3,2834.6,1.24,23.43269333,5.1,5,2,3,3,3,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,93,1.25,24
265.0,6LG,5,2697.0,1.59,16.182,4.99,6,3,3,4,3,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,93,1.5,16
207.6,4SM,4,2755.5,1.58,20.97153179,5.09,6,4,3,3,3,0,0,0,0,1,0,0,0,0,0,1,0,1,1,0,1,0,93,1.5,20
176.1,4LG,3,2817.8,2.29,36.6426008,5.05,7,4,3,3,3,1,1,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,93,1.5,24
176.1,1SM,5,2873.1,1.03,16.8046167,4.97,5,4,3,4,2,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,87,1.0,16
145.0,6LG,3,2958.2,1.01,20.6053931,5.06,4,4,2,3,2,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,87,1.0,20
119.0,4LG,3,2932.6,0.99,24.3972605,5.07,4,4,2,2,3,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,87,1.0,24
215.3,12LG,5,2850.7,1.3,17.21277288,5.07,6,3,3,3,3,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,87,1.25,16
176.1,12LG,3,2801.6,1.29,20.52279387,4.99,8,3,3,3,3,0,0,0,0,0,0,0,1,1,1,0,0,1,0,1,0,0,87,1.25,20
150.0,13SM,4,2842.2,1.34,25.39032,5.07,6,2,2,3,2,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,87,1.25,24
252.7,5LG,5,2798.9,1.5,16.61396913,5.08,8,3,3,4,3,0,0,1,0,0,0,0,1,1,0,0,0,0,1,0,0,0,87,1.5,16
207.6,5LG,3,2786.7,1.46,19.59817919,5.09,8,2,3,3,3,0,0,0,0,0,0,0,1,1,1,0,0,0,1,0,0,0,87,1.5,20
176.1,4LG,3,2790.7,1.46,23.13697899,4.98,5,2,2,3,3,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,87,1.5,24
176.1,6LG,5,2853.3,1.01,16.36475298,5.12,5,3,3,3,1,0,0,0,0,0,0,0,0,1,1,1,0,1,0,0,0,0,90,1.0,16
145.0,6LG,3,2867.1,1.05,20.76175862,5.15,3,3,2,3,2,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,90,1.0,20
121.1,14SM,3,2926.0,0.95,22.95375723,5.07,4,3,1,2,1,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,90,1.0,24
215.3,5SM,5,2821.2,1.3,17.03464933,5.08,6,3,3,2,2,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,90,1.25,16
176.1,12LG,3,2821.9,1.33,21.31247587,5.12,6,3,3,3,3,1,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,90,1.25,20
149.0,4LG,3,2861.7,1.27,24.39167114,5.06,8,3,3,3,3,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,90,1.25,24
252.7,5LG,5,2778.1,1.6,17.58986941,4.96,7,4,3,3,3,1,0,1,0,0,0,0,1,0,1,0,0,0,1,0,0,0,90,1.5,16
207.6,5LG,3,2779.2,1.49,19.94705202,5.04,7,3,3,3,2,0,1,1,0,0,0,0,1,0,1,0,1,0,0,0,0,0,90,1.5,20
176.1,4LG,3,2830.5,1.47,23.62768313,5.01,6,3,3,3,3,0,0,1,0,0,0,0,1,1,1,0,0,0,0,0,0,0,90,1.5,24
176.1,2SM,5,2819.1,1.02,16.32868825,4.97,3,4,2,3,2,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,93,1.0,16
140.3,3LG,3,2814.3,1.0,20.05915895,5.08,4,3,2,2,3,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,93,1.0,20
120.0,4LG,3,2842.7,1.01,23.92605833,5.13,4,2,2,2,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,93,1.0,24
215.3,5SM,5,2846.7,1.28,16.92418021,5.08,6,4,3,4,2,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,93,1.25,16
176.1,1SM,3,2807.4,1.34,21.36238501,4.99,4,3,4,3,3,1,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,93,1.25,20
150.0,14SM,3,2834.6,1.24,23.43269333,5.1,4,3,2,3,2,0,0,0,0,0,0,0,1,1,0,1,0,1,0,0,0,0,93,1.25,24
265.0,6LG,5,2697.0,1.59,16.182,4.99,7,4,3,3,3,0,0,1,0,0,0,0,1,1,1,0,0,0,0,0,0,0,93,1.5,16
207.6,4SM,4,2755.5,1.58,20.97153179,5.09,8,4,3,3,3,0,0,1,0,0,1,0,0,1,1,0,0,0,1,0,0,0,93,1.5,20
176.1,4LG,3,2817.8,2.29,36.6426008,5.05,3,4,1,1,1,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,1,93,1.5,24
176.1,1SM,5,2873.1,1.03,16.8046167,4.97,9,3,3,3,3,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,87,1.0,16
145.0,6LG,3,2958.2,1.01,20.6053931,5.06,8,3,3,3,3,1,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,87,1.0,20
119.0,4LG,3,2932.6,0.99,24.3972605,5.07,7,3,2,3,2,0,0,0,0,1,1,0,0,0,0,0,0,1,1,0,0,0,87,1.0,24
215.3,12LG,5,2850.7,1.3,17.21277288,5.07,7,3,2,3,3,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,87,1.25,16
176.1,12LG,3,2801.6,1.29,20.52279387,4.99,4,3,3,3,4,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,87,1.25,20
150.0,13SM,4,2842.2,1.34,25.39032,5.07,4,3,3,4,3,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,87,1.25,24
252.7,5LG,5,2798.9,1.5,16.61396913,5.08,8,3,3,3,2,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,87,1.5,16
207.6,5LG,3,2786.7,1.46,19.59817919,5.09,7,3,3,4,3,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,87,1.5,20
176.1,4LG,3,2790.7,1.46,23.13697899,4.98,7,3,3,4,3,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,87,1.5,24
176.1,6LG,5,2853.3,1.01,16.36475298,5.12,6,3,2,3,3,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,90,1.0,16
145.0,6LG,3,2867.1,1.05,20.76175862,5.15,6,3,2,3,3,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,90,1.0,20
121.1,14SM,3,2926.0,0.95,22.95375723,5.07,7,3,3,4,3,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,90,1.0,24
215.3,5SM,5,2821.2,1.3,17.03464933,5.08,8,3,3,3,3,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,90,1.25,16
176.1,12LG,3,2821.9,1.33,21.31247587,5.12,8,3,3,3,3,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,90,1.25,20
149.0,4LG,3,2861.7,1.27,24.39167114,5.06,7,3,3,4,4,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,90,1.25,24
252.7,5LG,5,2778.1,1.6,17.58986941,4.96,3,3,3,3,3,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,1,90,1.5,16
207.6,5LG,3,2779.2,1.49,19.94705202,5.04,4,3,4,3,4,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,90,1.5,20
176.1,4LG,3,2830.5,1.47,23.62768313,5.01,8,3,3,3,3,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,90,1.5,24
176.1,2SM,5,2819.1,1.02,16.32868825,4.97,8,4,3,3,3,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,93,1.0,16
140.3,3LG,3,2814.3,1.0,20.05915895,5.08,5,4,2,3,2,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,93,1.0,20
120.0,4LG,3,2842.7,1.01,23.92605833,5.13,8,3,3,3,3,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,93,1.0,24
215.3,5SM,5,2846.7,1.28,16.92418021,5.08,8,3,3,3,3,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,93,1.25,16
176.1,1SM,3,2807.4,1.34,21.36238501,4.99,4,3,3,4,4,0,0,0,0,1,1,0,0,1,0,1,0,0,0,0,0,0,93,1.25,20
150.0,14SM,3,2834.6,1.24,23.43269333,5.1,8,3,3,4,3,1,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,93,1.25,24
265.0,6LG,5,2697.0,1.59,16.182,4.99,7,4,3,4,3,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,93,1.5,16
207.6,4SM,4,2755.5,1.58,20.97153179,5.09,7,3,3,4,3,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,93,1.5,20
176.1,4LG,3,2817.8,2.29,36.6426008,5.05,8,3,3,3,3,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,93,1.5,24
176.1,1SM,5,2873.1,1.03,16.8046167,4.97,8,4,2,3,3,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,87,1.0,16
145.0,6LG,3,2958.2,1.01,20.6053931,5.06,3,3,1,1,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,87,1.0,20
119.0,4LG,3,2932.6,0.99,24.3972605,5.07,4,3,5,3,4,0,0,0,1,1,1,0,0,0,0,0,0,1,0,0,0,0,87,1.0,24
215.3,12LG,5,2850.7,1.3,17.21277288,5.07,3,3,3,5,3,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,87,1.25,16
176.1,12LG,3,2801.6,1.29,20.52279387,4.99,3,3,1,3,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,87,1.25,20
150.0,13SM,4,2842.2,1.34,25.39032,5.07,6,4,2,3,3,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,87,1.25,24
252.7,5LG,5,2798.9,1.5,16.61396913,5.08,7,3,4,3,3,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,87,1.5,16
207.6,5LG,3,2786.7,1.46,19.59817919,5.09,5,3,1,3,3,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,87,1.5,20
176.1,4LG,3,2790.7,1.46,23.13697899,4.98,6,3,3,3,3,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,87,1.5,24
176.1,6LG,5,2853.3,1.01,16.36475298,5.12,2,5,1,1,2,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,90,1.0,16
145.0,6LG,3,2867.1,1.05,20.76175862,5.15,4,4,2,2,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,90,1.0,20
121.1,14SM,3,2926.0,0.95,22.95375723,5.07,4,4,4,4,3,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,90,1.0,24
215.3,5SM,5,2821.2,1.3,17.03464933,5.08,6,3,4,3,4,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,90,1.25,16
176.1,12LG,3,2821.9,1.33,21.31247587,5.12,4,3,3,4,2,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,90,1.25,20
149.0,4LG,3,2861.7,1.27,24.39167114,5.06,6,3,3,4,3,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,90,1.25,24
252.7,5LG,5,2778.1,1.6,17.58986941,4.96,4,4,3,4,3,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,90,1.5,16
207.6,5LG,3,2779.2,1.49,19.94705202,5.04,7,3,3,3,4,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,90,1.5,20
176.1,4LG,3,2830.5,1.47,23.62768313,5.01,5,3,2,3,3,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,90,1.5,24
176.1,2SM,5,2819.1,1.02,16.32868825,4.97,3,4,3,2,4,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,93,1.0,16
140.3,3LG,3,2814.3,1.0,20.05915895,5.08,4,5,1,3,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,93,1.0,20
120.0,4LG,3,2842.7,1.01,23.92605833,5.13,6,2,2,3,3,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,93,1.0,24
215.3,5SM,5,2846.7,1.28,16.92418021,5.08,7,5,3,2,3,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,93,1.25,16
176.1,1SM,3,2807.4,1.34,21.36238501,4.99,4,4,4,2,4,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,93,1.25,20
150.0,14SM,3,2834.6,1.24,23.43269333,5.1,5,3,3,5,3,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,93,1.25,24
265.0,6LG,5,2697.0,1.59,16.182,4.99,3,4,5,3,5,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,93,1.5,16
207.6,4SM,4,2755.5,1.58,20.97153179,5.09,6,4,2,3,2,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,93,1.5,20
176.1,4LG,3,2817.8,2.29,36.6426008,5.05,5,4,3,3,3,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,93,1.5,24
176.1,1SM,5,2810.9,1.06,16.91967064,5.01,2,3,1,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,87,1.0,16
145.0,6LG,3,2958.2,1.01,20.6053931,5.06,7,3,3,4,2,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,87,1.0,20
119.0,4LG,3,2919.6,0.97,23.79842017,5.04,7,2,3,3,3,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,87,1.0,24
215.3,12LG,5,2850.7,1.3,17.21277288,5.07,7,3,3,3,3,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,87,1.25,16
176.1,12LG,3,2860.5,1.28,20.79182283,5.03,9,3,3,3,3,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,87,1.25,20
150.0,13SM,4,2842.2,1.34,25.39032,5.07,5,5,2,2,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,87,1.25,24
252.7,5LG,5,2798.9,1.5,16.61396913,5.08,9,3,3,3,3,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,87,1.5,16
207.6,5LG,3,2786.7,1.46,19.59817919,5.09,8,3,3,3,3,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,87,1.5,20
176.1,4LG,3,2790.4,1.38,21.86684838,5.0,7,5,2,3,3,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,87,1.5,24
176.1,6LG,5,2853.3,1.01,16.36475298,5.12,7,3,3,3,3,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,90,1.0,16
145.0,6LG,3,2867.1,1.05,20.76175862,5.15,2,3,1,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,90,1.0,20
121.1,14SM,3,2922.0,0.96,23.16366639,5.06,8,3,3,3,3,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,90,1.0,24
215.3,5SM,5,2821.2,1.3,17.03464933,5.08,6,5,5,5,3,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,90,1.25,16
176.1,12LG,3,2821.9,1.33,21.31247587,5.12,9,4,3,3,4,0,0,0,1,0,0,0,1,1,0,0,1,0,0,0,0,0,90,1.25,20
149.0,4LG,3,2861.7,1.27,24.39167114,5.06,7,2,2,2,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,90,1.25,24
252.7,5LG,5,2801.5,1.59,17.6271666,4.97,7,4,4,4,3,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,90,1.5,16
207.6,5LG,3,2779.2,1.49,19.94705202,5.04,4,3,4,4,3,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,90,1.5,20
176.1,4LG,3,2831.8,1.47,23.63853492,4.99,6,3,3,5,3,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,90,1.5,24
176.1,2SM,5,2790.5,1.02,16.16303237,5.05,8,4,3,3,3,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,93,1.0,16
140.3,3LG,3,2843.9,1.02,20.67553813,5.04,8,3,3,3,3,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,93,1.0,20
120.0,4LG,3,2842.7,1.01,23.92605833,5.13,7,3,4,4,4,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,93,1.0,24
215.3,5SM,5,2846.7,1.28,16.92418021,5.08,6,2,2,2,2,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,93,1.25,16
176.1,1SM,3,2790.8,1.31,20.760636,4.98,2,3,3,3,5,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,93,1.25,20
150.0,14SM,3,2834.6,1.24,23.43269333,5.1,6,3,2,2,3,0,0,0,0,0,0,0,0,1,0,1,0,1,1,0,0,0,93,1.25,24
265.0,6LG,5,2697.0,1.59,16.182,4.99,7,3,3,3,3,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,93,1.5,16
207.6,4SM,4,2755.5,1.58,20.97153179,5.09,4,4,4,5,4,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,93,1.5,20
176.1,4LG,3,2817.8,2.29,36.6426008,5.05,9,3,3,3,3,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,93,1.5,24
176.1,1SM,5,2873.1,1.03,16.8046167,4.97,4,3,2,3,2,1,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,87,1.0,16
145.0,6LG,3,2958.2,1.01,20.6053931,5.06,6,4,3,3,2,0,0,0,0,1,1,0,0,1,0,1,0,1,1,0,0,0,87,1.0,20
119.0,4LG,3,2932.6,0.99,24.3972605,5.07,7,3,3,3,3,0,0,0,0,1,1,0,0,0,0,1,0,1,1,0,0,1,87,1.0,24
215.3,12LG,5,2850.7,1.3,17.21277288,5.07,6,3,3,3,3,0,0,0,0,1,0,0,0,0,1,1,0,1,1,0,0,0,87,1.25,16
176.1,12LG,3,2801.6,1.29,20.52279387,4.99,2,5,1,4,2,0,0,0,0,1,1,0,0,0,0,1,1,1,1,0,0,1,87,1.25,20
150.0,13SM,4,2842.2,1.34,25.39032,5.07,6,3,2,3,2,1,0,0,0,0,0,0,0,0,1,1,0,1,1,0,0,0,87,1.25,24
252.7,5LG,5,2787.6,1.5,16.54689355,4.97,7,3,3,3,3,0,0,0,0,0,0,1,0,1,0,0,0,1,0,1,0,0,87,1.5,16
207.6,5LG,3,2793.6,1.44,19.37757225,5.04,6,4,2,2,3,0,0,0,0,0,1,0,1,1,0,0,0,1,1,0,0,0,87,1.5,20
176.1,4LG,3,2790.7,1.46,23.13697899,4.98,4,3,2,4,4,0,0,0,0,0,1,0,0,0,0,1,1,0,1,1,0,1,87,1.5,24
176.1,6LG,5,2891.0,1.0,16.41680863,5.0,2,4,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,90,1.0,16
145.0,6LG,3,2886.9,1.07,21.30333103,5.12,4,4,4,2,3,0,0,0,0,1,1,0,0,0,0,1,0,1,0,0,0,1,90,1.0,20
121.1,14SM,3,2926.0,0.95,22.95375723,5.07,5,4,3,3,3,0,0,0,0,1,1,0,0,0,0,1,0,1,1,1,0,1,90,1.0,24
215.3,5SM,5,2821.2,1.3,17.03464933,5.08,4,4,4,3,3,0,0,0,0,0,1,0,0,1,1,1,1,1,1,0,0,1,90,1.25,16
176.1,12LG,3,2834.5,1.32,21.24667802,5.08,4,3,2,3,2,0,0,0,0,0,1,0,1,1,0,0,0,1,0,0,0,0,90,1.25,20
149.0,4LG,3,2861.7,1.27,24.39167114,5.06,3,5,1,2,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,90,1.25,24
252.7,5LG,5,2778.1,1.6,17.58986941,4.96,3,4,4,4,3,0,0,0,0,1,1,0,0,1,0,1,1,1,0,0,1,1,90,1.5,16
207.6,5LG,3,2779.2,1.49,19.94705202,5.04,4,4,4,4,2,0,0,0,0,0,1,0,0,1,0,1,1,1,1,0,0,0,90,1.5,20
