dose_grams,setting,grind,brew_mass_grams,total_dissolved_solids_percent,extraction_percent,ph,brew temperature,score,temp,flavor,acidity,body,tea_floral,fruit,citrus,green_veg,paper_wood,burnt,cereal,nutty,dark_chocolate,caramel,bitter,astringent,roasted,sour,thick_viscous,sweet,rubber
176.1,4LG,3,2746.9,1.5,23.397785,5.05,82.4,6,4,0.4,0.4,0.3,False,False,False,False,False,True,False,False,True,False,False,True,True,True,False,False,True
176.1,1SM,5,2873.1,1.03,16.804617,4.97,80.7,8,4,0.3,0.4,0.3,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False
145.0,6LG,3,2837.0,1.03,20.152483,5.1,81.3,7,3,0.1,0.3,0.1,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False
119.0,4LG,3,2932.6,0.99,24.39726,5.07,79.3,5,3,0.1,0.1,0.0,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False,False,False
215.3,12LG,5,2879.3,1.31,17.519196,5.05,80.3,8,3,0.3,0.3,0.3,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False
176.1,12LG,3,2801.6,1.29,20.522795,4.99,79.1,8,3,0.3,0.3,0.1,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False,True,False
150.0,13SM,4,2901.1,1.24,23.982428,5.08,79.7,7,3,0.1,0.3,0.3,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False
252.7,5LG,5,2787.6,1.5,16.546894,4.97,79.6,9,3,0.3,0.3,0.3,False,False,False,False,False,False,False,False,True,True,False,False,False,False,False,True,False
207.6,5LG,3,2793.6,1.44,19.377573,5.04,80.1,7,2,0.1,0.3,0.1,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False
176.1,4LG,3,2790.7,1.46,23.136978,4.98,79.4,8,3,0.3,0.3,0.4,False,False,False,False,False,False,False,True,True,True,False,False,False,False,False,False,False
176.1,6LG,5,2891.0,1.0,16.41681,5.0,82.8,6,3,0.1,0.3,0.1,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False,False,False
145.0,6LG,3,2886.9,1.07,21.303331,5.12,83.6,7,3,0.1,0.3,0.3,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
121.1,14SM,3,2926.0,0.95,22.953756,5.07,82.6,6,4,0.3,0.4,0.4,False,False,False,False,False,False,False,True,False,False,True,False,True,False,False,False,False
215.3,5SM,5,2819.9,1.27,16.633873,5.05,82.1,8,3,0.1,0.3,0.3,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False
176.1,12LG,3,2834.5,1.32,21.246677,5.08,82.8,8,2,0.3,0.3,0.3,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False
149.0,4LG,3,2861.9,1.26,24.201302,5.1,82.2,5,3,0.1,0.4,0.1,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
252.7,5LG,5,2778.1,1.6,17.589869,4.96,81.4,4,3,0.3,0.4,0.4,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False,False
207.6,5LG,3,2800.4,1.5,20.234104,5.04,82.6,9,4,0.3,0.3,0.3,False,False,False,False,False,False,False,False,True,True,False,False,False,False,False,True,False
176.1,4LG,3,2830.5,1.47,23.627684,5.01,80.0,8,3,0.3,0.3,0.4,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False
176.1,2SM,5,2819.1,1.02,16.328688,4.97,85.8,5,4,0.1,0.3,0.1,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False
140.3,3LG,3,2814.3,1.0,20.059158,5.08,85.0,6,3,0.3,0.3,0.4,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False
120.0,4LG,3,2864.8,1.04,24.828266,5.07,83.3,6,4,0.0,0.1,0.1,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
215.3,5SM,5,2790.9,1.31,16.981323,4.94,85.4,6,3,0.1,0.4,0.1,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False
176.1,1SM,3,2807.4,1.34,21.362385,4.99,85.2,4,4,0.4,0.1,0.4,False,False,False,False,False,True,False,False,False,False,True,False,True,False,False,False,False
150.0,14SM,3,2820.8,1.22,22.942507,5.05,84.7,8,4,0.3,0.3,0.3,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False
265.0,6LG,5,2727.0,1.57,16.156189,5.03,84.2,7,4,0.3,0.3,0.3,True,True,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False
207.6,4SM,4,2744.6,1.48,19.566513,5.02,83.1,8,3,0.3,0.3,0.3,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False
176.1,4LG,3,2746.9,1.5,23.397785,5.05,82.4,8,2,0.3,0.3,0.3,False,False,False,False,False,False,False,False,True,True,False,False,True,False,False,False,False
176.1,1SM,5,2873.1,1.03,16.804617,4.97,80.7,4,4,0.0,0.5,0.0,False,False,False,False,True,True,False,False,False,False,False,False,True,True,False,False,False
145.0,6LG,3,2958.2,1.01,20.605392,5.06,81.1,9,3,0.1,0.3,0.1,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False
119.0,4LG,3,2932.6,0.99,24.39726,5.07,79.3,7,5,0.1,0.4,0.1,False,False,False,False,True,False,False,False,False,False,True,False,True,True,False,False,False
215.3,12LG,5,2850.7,1.3,17.212772,5.07,80.1,8,4,0.3,0.4,0.3,False,False,False,False,False,False,False,True,True,False,False,False,True,True,False,False,False
176.1,12LG,3,2801.6,1.29,20.522795,4.99,79.1,4,3,0.4,0.3,0.3,False,False,False,False,True,False,False,False,False,False,True,False,True,False,False,False,False
150.0,13SM,4,2842.2,1.34,25.39032,5.07,78.2,9,4,0.3,0.3,0.3,True,False,False,False,False,False,False,True,True,False,False,False,True,False,False,False,False
252.7,5LG,5,2798.9,1.5,16.61397,5.08,78.0,8,3,0.3,0.3,0.3,False,False,False,False,False,False,False,True,True,False,False,False,True,False,False,False,False
207.6,5LG,3,2786.7,1.46,19.598179,5.09,80.4,7,5,0.3,0.3,0.3,True,False,False,False,False,False,False,True,True,False,True,False,True,True,True,False,False
176.1,4LG,3,2790.7,1.46,23.136978,4.98,79.4,6,4,0.3,0.4,0.1,True,False,False,False,True,False,False,False,True,False,False,False,True,True,False,False,False
176.1,6LG,5,2853.3,1.01,16.364754,5.12,83.2,6,4,0.0,0.3,0.1,True,False,True,False,False,False,False,False,False,False,False,False,True,True,False,False,False
145.0,6LG,3,2867.1,1.05,20.761759,5.15,83.7,7,4,0.4,0.3,0.1,False,False,False,False,True,False,True,True,False,False,True,False,True,False,False,False,False
121.1,14SM,3,2926.0,0.95,22.953756,5.07,82.6,7,4,0.1,0.3,0.1,False,False,False,False,False,False,True,False,True,False,False,False,True,False,False,False,False
215.3,5SM,5,2821.2,1.3,17.034649,5.08,79.9,3,4,0.0,0.5,0.0,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False
176.1,12LG,3,2821.9,1.33,21.312475,5.12,78.6,9,3,0.3,0.3,0.3,True,False,True,False,False,False,False,True,True,False,False,False,True,False,False,False,False
149.0,4LG,3,2861.7,1.27,24.39167,5.06,80.1,9,5,0.3,0.3,0.3,False,False,False,False,False,False,True,True,True,False,False,False,True,False,True,False,False
252.7,5LG,5,2778.1,1.6,17.589869,4.96,81.4,4,4,0.1,0.4,0.1,False,False,False,False,True,False,False,False,True,False,False,True,False,True,False,False,False
207.6,5LG,3,2779.2,1.49,19.947052,5.04,82.1,6,5,0.1,0.4,0.1,False,False,False,False,True,False,False,False,True,False,False,False,True,True,False,False,False
176.1,4LG,3,2830.5,1.47,23.627684,5.01,80.0,7,3,0.3,0.3,0.1,False,False,False,False,False,False,False,True,True,False,False,False,True,False,False,False,False
176.1,2SM,5,2819.1,1.02,16.328688,4.97,85.8,3,5,0.0,0.4,0.0,False,False,False,False,True,False,False,False,False,False,False,False,True,True,False,False,False
140.3,3LG,3,2814.3,1.0,20.059158,5.08,85.0,7,5,0.0,0.3,0.0,True,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False
120.0,4LG,3,2842.7,1.01,23.926058,5.13,79.6,9,3,0.3,0.3,0.3,True,False,False,False,False,False,False,False,True,False,True,False,True,False,True,False,False
215.3,5SM,5,2846.7,1.28,16.924181,5.08,80.3,7,4,0.1,0.4,0.3,True,False,False,False,False,False,False,False,True,False,True,False,True,True,False,False,False
176.1,1SM,3,2807.4,1.34,21.362385,4.99,85.2,1,5,0.0,0.5,0.0,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False
150.0,14SM,3,2834.6,1.24,23.432693,5.1,83.8,7,4,0.3,0.4,0.3,False,False,False,False,False,False,False,False,True,False,False,False,True,True,False,False,False
265.0,6LG,5,2697.0,1.59,16.182,4.99,85.4,6,5,0.1,0.4,0.1,False,False,False,False,True,False,False,False,False,False,True,False,True,True,False,False,False
207.6,4SM,4,2755.5,1.58,20.97153,5.09,84.3,6,4,0.4,0.3,0.3,True,False,False,False,True,True,False,False,True,False,True,False,True,True,True,False,False
176.1,4LG,3,2817.8,2.29,36.6426,5.05,84.0,8,3,0.3,0.1,0.3,False,False,False,False,True,False,True,False,True,False,True,False,True,False,True,False,False
176.1,1SM,5,2873.1,1.03,16.804617,4.97,80.7,7,4,0.1,0.3,0.3,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False
145.0,6LG,3,2958.2,1.01,20.605392,5.06,81.1,5,4,0.0,0.0,0.3,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False
119.0,4LG,3,2932.6,0.99,24.39726,5.07,79.3,5,3,0.1,0.1,0.1,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False
215.3,12LG,5,2850.7,1.3,17.212772,5.07,80.1,4,3,0.3,0.1,0.3,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False
176.1,12LG,3,2801.6,1.29,20.522795,4.99,79.1,7,3,0.1,0.1,0.3,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False,False
150.0,13SM,4,2842.2,1.34,25.39032,5.07,78.2,6,3,0.3,0.1,0.1,False,False,False,False,True,False,False,True,False,False,False,False,True,False,False,False,False
252.7,5LG,5,2747.2,1.52,16.524511,5.04,80.3,3,3,0.3,0.4,0.3,False,False,False,False,True,True,False,False,False,False,True,False,False,True,False,False,False
207.6,5LG,3,2793.7,1.49,20.051123,5.06,80.2,6,4,0.1,0.4,0.1,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False
176.1,4LG,3,2790.7,1.46,23.136978,4.98,79.4,6,3,0.3,0.3,0.1,False,False,False,False,True,False,False,True,False,False,False,False,True,False,False,False,False
176.1,6LG,5,2862.8,1.0,16.256672,5.06,83.3,8,3,0.3,0.3,0.3,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False
145.0,6LG,3,2878.0,1.05,20.84069,5.09,83.3,6,3,0.0,0.0,0.0,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
121.1,14SM,3,2926.0,0.95,22.953756,5.07,82.6,4,4,0.1,0.0,0.1,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False
215.3,5SM,5,2821.2,1.3,17.034649,5.08,79.9,8,4,0.3,0.3,0.3,False,False,False,False,True,False,True,False,True,False,False,False,True,False,False,False,False
176.1,12LG,3,2818.0,1.3,20.802954,5.12,82.7,7,4,0.3,0.1,0.1,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False
149.0,4LG,3,2861.7,1.27,24.39167,5.06,80.1,6,3,0.1,0.4,0.3,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,True
252.7,5LG,5,2778.1,1.6,17.589869,4.96,81.4,3,3,0.0,0.4,0.3,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False
207.6,5LG,3,2779.2,1.49,19.947052,5.04,82.1,5,3,0.1,0.4,0.3,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False
176.1,4LG,3,2830.5,1.47,23.627684,5.01,80.0,6,3,0.1,0.1,0.3,False,False,True,False,True,False,False,False,False,False,False,False,True,False,False,False,False
176.1,2SM,5,2819.1,1.02,16.328688,4.97,85.8,5,4,0.0,0.0,0.0,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False
140.3,3LG,3,2814.3,1.0,20.059158,5.08,85.0,6,4,0.3,0.0,0.1,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
120.0,4LG,3,2842.7,1.01,23.926058,5.13,79.6,7,5,0.1,0.3,0.1,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False
215.3,5SM,5,2795.9,1.33,17.271467,5.04,84.9,7,4,0.1,0.3,0.3,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False
176.1,1SM,3,2807.4,1.34,21.362385,4.99,85.2,5,4,0.3,0.3,0.3,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False,False
150.0,14SM,3,2834.6,1.24,23.432693,5.1,83.8,5,3,0.0,0.0,0.1,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False
265.0,6LG,5,2697.0,1.59,16.182,4.99,85.4,7,5,0.3,0.4,0.3,False,False,False,False,False,False,False,False,True,False,True,False,True,False,False,False,False
207.6,4SM,4,2760.8,1.5,19.947977,5.03,84.3,7,4,0.3,0.3,0.3,False,False,True,False,False,True,False,False,False,False,False,False,False,True,False,True,False
176.1,4LG,3,2796.5,1.5,23.820272,5.06,84.2,6,3,0.0,0.3,0.1,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False
176.1,1SM,5,2873.1,1.03,16.804617,4.97,80.7,7,3,0.1,0.3,0.1,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False,True,False
145.0,6LG,3,2905.9,0.97,19.439468,5.01,81.0,3,3,0.3,0.5,0.3,False,False,True,True,False,False,False,False,False,False,False,True,False,True,False,False,False
119.0,4LG,3,2932.6,0.99,24.39726,5.07,79.3,7,3,0.1,0.3,0.1,False,False,False,False,False,False,False,True,False,True,False,False,True,False,False,True,False
215.3,12LG,5,2811.1,1.07,13.970632,5.08,80.4,7,3,0.1,0.3,0.3,False,False,False,False,False,False,False,False,True,False,False,False,True,False,True,False,False
176.1,12LG,3,2801.6,1.29,20.522795,4.99,79.1,8,2,0.3,0.4,0.3,False,True,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False
150.0,13SM,4,2919.5,1.095,21.31235,5.04,78.0,8,3,0.3,0.3,0.3,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,True,False
252.7,5LG,5,2747.2,1.52,16.524511,5.04,80.3,4,3,0.3,0.4,0.3,False,True,True,False,False,False,False,False,False,False,False,True,False,True,False,False,False
207.6,5LG,3,2793.7,1.49,20.051123,5.06,80.2,8,2,0.3,0.3,0.3,False,False,False,False,False,False,False,True,True,True,False,False,False,False,False,True,False
176.1,4LG,3,2790.7,1.46,23.136978,4.98,79.4,9,3,0.3,0.3,0.3,False,False,False,False,False,False,False,True,True,False,False,False,True,False,True,True,False
176.1,6LG,5,2862.8,1.0,16.256672,5.06,83.3,6,3,0.1,0.3,0.1,False,False,False,False,True,False,False,True,False,True,False,False,False,False,False,True,False
145.0,6LG,3,2878.0,1.05,20.84069,5.09,83.3,2,3,0.0,0.1,0.0,False,False,False,True,True,False,False,False,False,False,False,False,False,True,False,False,False
121.1,14SM,3,2926.0,0.95,22.953756,5.07,82.6,8,3,0.3,0.3,0.3,False,False,False,False,False,False,False,False,True,False,False,False,True,False,True,True,False
215.3,5SM,5,2837.0,1.245,16.405317,5.01,83.3,4,3,0.3,0.5,0.3,False,True,True,False,False,False,False,False,False,False,False,False,False,True,True,False,False
176.1,12LG,3,2818.0,1.3,20.802954,5.12,82.7,6,3,0.1,0.3,0.3,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,True,False
149.0,4LG,3,2859.9,1.45,27.831242,5.02,80.8,8,3,0.1,0.3,0.3,False,False,False,False,False,False,False,True,False,True,False,False,True,False,False,True,False
252.7,5LG,5,2778.1,1.6,17.589869,4.96,81.4,8,4,0.3,0.3,0.3,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,True,False
207.6,5LG,3,2798.6,1.45,19.547062,5.01,82.4,6,3,0.3,0.4,0.3,False,False,False,False,False,False,False,False,True,False,True,False,True,False,False,False,False
176.1,4LG,3,2830.5,1.47,23.627684,5.01,80.0,8,3,0.3,0.3,0.3,False,False,False,False,False,False,False,False,True,True,False,False,True,False,False,True,False
176.1,2SM,5,2819.1,1.02,16.328688,4.97,85.8,8,3,0.1,0.3,0.1,True,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False
140.3,3LG,3,2814.3,1.0,20.059158,5.08,85.0,8,3,0.1,0.3,0.1,False,False,False,False,False,False,False,False,True,True,False,False,False,False,False,True,False
120.0,4LG,3,2857.9,1.005,23.934912,5.05,83.5,7,4,0.3,0.3,0.1,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False,True,False
215.3,5SM,5,2795.9,1.33,17.271467,5.04,84.9,4,3,0.3,0.5,0.3,False,False,True,True,False,False,False,False,False,False,False,True,False,True,False,False,False
176.1,1SM,3,2807.4,1.34,21.362385,4.99,85.2,8,4,0.3,0.3,0.3,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,True,False
150.0,14SM,3,2831.3,1.215,22.93353,5.07,84.7,7,4,0.3,0.4,0.3,False,False,False,False,True,False,False,False,False,False,False,False,True,False,True,False,False
265.0,6LG,5,2735.6,1.585,16.361984,4.98,84.6,4,4,0.3,0.4,0.3,False,True,True,False,False,False,False,False,False,False,False,True,False,True,False,False,False
207.6,4SM,4,2760.8,1.5,19.947977,5.03,84.3,6,3,0.3,0.4,0.3,False,True,False,False,False,False,False,False,False,False,False,False,True,True,False,False,False
176.1,4LG,3,2796.5,1.5,23.820272,5.06,84.2,3,2,0.1,0.3,0.3,False,True,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False
176.1,1SM,5,2873.1,1.03,16.804617,4.97,80.7,6,4,0.3,0.3,0.3,False,False,False,False,False,False,False,False,True,False,True,False,True,False,False,True,False
145.0,6LG,3,2958.2,1.01,20.605392,5.06,81.1,6,4,0.3,0.3,0.3,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False
119.0,4LG,3,2932.6,0.99,24.39726,5.07,79.3,4,2,0.1,0.1,0.1,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False
215.3,12LG,5,2850.7,1.3,17.212772,5.07,80.1,4,4,0.3,0.4,0.3,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False
176.1,12LG,3,2801.6,1.29,20.522795,4.99,79.1,4,3,0.3,0.4,0.3,False,False,False,False,False,True,False,False,False,False,False,True,True,False,False,False,False
150.0,13SM,4,2842.2,1.34,25.39032,5.07,78.2,4,2,0.1,0.4,0.1,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False
252.7,5LG,5,2798.9,1.5,16.61397,5.08,78.0,4,3,0.4,0.4,0.3,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False
207.6,5LG,3,2786.7,1.46,19.598179,5.09,80.4,6,3,0.4,0.4,0.3,True,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False
176.1,4LG,3,2790.7,1.46,23.136978,4.98,79.4,5,3,0.3,0.3,0.3,False,False,False,False,False,False,False,True,False,False,True,False,True,False,False,False,False
176.1,6LG,5,2853.3,1.01,16.364754,5.12,83.2,4,4,0.3,0.4,0.3,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False
145.0,6LG,3,2867.1,1.05,20.761759,5.15,83.7,8,3,0.3,0.3,0.3,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,True,False
121.1,14SM,3,2926.0,0.95,22.953756,5.07,82.6,5,3,0.0,0.3,0.0,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
215.3,5SM,5,2821.2,1.3,17.034649,5.08,79.9,3,3,0.4,0.5,0.4,False,False,False,False,True,False,False,False,False,False,False,False,True,True,False,False,False
176.1,12LG,3,2821.9,1.33,21.312475,5.12,78.6,6,4,0.3,0.4,0.3,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False
149.0,4LG,3,2861.7,1.27,24.39167,5.06,80.1,3,4,0.4,0.4,0.3,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True
252.7,5LG,5,2778.1,1.6,17.589869,4.96,81.4,3,5,0.4,0.4,0.4,False,False,False,False,True,False,False,False,False,False,True,False,False,True,False,False,False
207.6,5LG,3,2779.2,1.49,19.947052,5.04,82.1,3,5,0.4,0.3,0.3,False,False,False,False,False,True,False,True,False,False,True,False,False,False,False,False,False
176.1,4LG,3,2830.5,1.47,23.627684,5.01,80.0,4,3,0.3,0.3,0.3,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False
176.1,2SM,5,2819.1,1.02,16.328688,4.97,85.8,4,3,0.3,0.4,0.3,True,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False
140.3,3LG,3,2814.3,1.0,20.059158,5.08,85.0,4,5,0.0,0.4,0.1,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
120.0,4LG,3,2842.7,1.01,23.926058,5.13,79.6,5,3,0.4,0.3,0.4,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False
215.3,5SM,5,2846.7,1.28,16.924181,5.08,80.3,3,3,0.3,0.5,0.3,False,False,False,False,False,True,False,False,False,False,False,False,True,True,False,False,False
176.1,1SM,3,2807.4,1.34,21.362385,4.99,85.2,4,3,0.3,0.4,0.3,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True
150.0,14SM,3,2834.6,1.24,23.432693,5.1,83.8,4,3,0.3,0.1,0.3,False,False,False,False,False,True,False,True,False,False,True,False,False,False,False,False,False
265.0,6LG,5,2697.0,1.59,16.182,4.99,85.4,2,5,0.3,0.5,0.3,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False
207.6,4SM,4,2755.5,1.58,20.97153,5.09,84.3,4,5,0.4,0.3,0.3,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False
176.1,4LG,3,2817.8,2.29,36.6426,5.05,84.0,4,4,0.3,0.1,0.3,False,False,False,False,True,True,False,False,False,False,True,False,False,True,False,False,False
176.1,1SM,5,2873.1,1.03,16.804617,4.97,80.7,6,4,0.3,0.1,0.3,False,False,False,False,False,False,True,True,False,False,False,False,True,True,False,False,False
145.0,6LG,3,2958.2,1.01,20.605392,5.06,81.1,8,3,0.3,0.1,0.3,False,False,False,False,False,False,True,True,False,False,False,False,True,False,False,False,False
119.0,4LG,3,2932.6,0.99,24.39726,5.07,79.3,5,3,0.3,0.1,0.4,False,False,False,False,False,False,False,True,False,False,True,False,True,True,False,False,False
215.3,12LG,5,2850.7,1.3,17.212772,5.07,80.1,4,3,0.4,0.3,0.3,False,False,False,False,False,True,False,False,False,False,True,True,True,True,False,False,False
176.1,12LG,3,2801.6,1.29,20.522795,4.99,79.1,8,3,0.3,0.3,0.3,False,False,True,False,False,False,False,True,True,True,False,False,True,True,False,False,False
150.0,13SM,4,2842.2,1.34,25.39032,5.07,78.2,4,3,0.5,0.4,0.4,False,False,True,False,False,False,False,False,False,False,True,True,False,True,False,False,False
252.7,5LG,5,2798.9,1.5,16.61397,5.08,78.0,8,3,0.3,0.3,0.3,False,False,True,False,False,False,False,True,False,False,True,False,True,False,False,False,False
207.6,5LG,3,2786.7,1.46,19.598179,5.09,80.4,3,4,0.4,0.1,0.1,False,False,False,False,False,True,False,False,False,False,True,False,True,False,False,False,False
176.1,4LG,3,2790.7,1.46,23.136978,4.98,79.4,4,3,0.4,0.4,0.3,False,False,False,False,True,False,False,False,False,False,False,True,True,True,False,False,False
176.1,6LG,5,2853.3,1.01,16.364754,5.12,83.2,6,3,0.0,0.1,0.0,True,False,False,True,True,False,False,False,False,False,True,False,False,False,False,False,False
145.0,6LG,3,2867.1,1.05,20.761759,5.15,83.7,8,3,0.3,0.3,0.3,False,False,True,False,False,False,True,True,False,False,True,False,True,False,False,False,False
121.1,14SM,3,2926.0,0.95,22.953756,5.07,82.6,7,3,0.1,0.3,0.3,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False
215.3,5SM,5,2821.2,1.3,17.034649,5.08,79.9,9,3,0.3,0.3,0.1,True,True,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False
176.1,12LG,3,2821.9,1.33,21.312475,5.12,78.6,1,4,0.5,0.3,0.3,False,False,False,False,False,True,False,False,False,False,True,True,False,False,False,False,False
149.0,4LG,3,2861.7,1.27,24.39167,5.06,80.1,3,3,0.4,0.4,0.3,False,False,False,False,False,False,False,False,False,False,True,True,False,True,False,False,False
252.7,5LG,5,2778.1,1.6,17.589869,4.96,81.4,3,3,0.5,0.4,0.3,False,False,True,False,False,True,False,False,False,False,True,False,True,True,False,False,False
207.6,5LG,3,2779.2,1.49,19.947052,5.04,82.1,6,3,0.4,0.1,0.3,False,False,False,False,False,True,False,True,False,True,True,False,True,False,False,False,False
176.1,4LG,3,2830.5,1.47,23.627684,5.01,80.0,4,3,0.4,0.3,0.3,False,False,False,False,False,True,False,False,False,True,True,False,True,False,False,False,False
176.1,2SM,5,2819.1,1.02,16.328688,4.97,85.8,6,3,0.3,0.4,0.1,False,False,True,True,False,False,False,True,False,False,False,False,True,True,False,False,False
140.3,3LG,3,2814.3,1.0,20.059158,5.08,85.0,9,3,0.3,0.3,0.3,True,True,False,False,False,False,False,True,False,False,False,False,True,False,False,True,False
120.0,4LG,3,2842.7,1.01,23.926058,5.13,79.6,7,3,0.4,0.1,0.3,False,True,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False
215.3,5SM,5,2846.7,1.28,16.924181,5.08,80.3,7,4,0.3,0.3,0.4,False,True,False,False,False,False,False,True,True,False,True,False,True,False,False,False,False
176.1,1SM,3,2807.4,1.34,21.362385,4.99,85.2,4,3,0.4,0.4,0.4,False,False,False,False,False,False,False,True,False,False,True,True,True,True,False,False,False
150.0,14SM,3,2834.6,1.24,23.432693,5.1,83.8,6,3,0.4,0.4,0.3,False,False,True,False,False,False,False,False,False,False,True,False,True,True,False,False,False
265.0,6LG,5,2697.0,1.59,16.182,4.99,85.4,6,3,0.3,0.3,0.3,False,False,False,False,False,False,False,True,False,False,True,False,True,False,False,False,False
207.6,4SM,4,2755.5,1.58,20.97153,5.09,84.3,5,4,0.4,0.1,0.3,False,False,False,False,False,True,False,False,False,False,True,False,True,False,False,False,True
176.1,4LG,3,2817.8,2.29,36.6426,5.05,84.0,7,4,0.3,0.1,0.3,False,False,False,False,False,False,False,True,False,False,True,False,True,False,False,False,False
176.1,1SM,5,2829.1,1.05,16.868568,5.05,81.1,4,5,0.3,0.4,0.3,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False
145.0,6LG,3,2837.0,1.03,20.152483,5.1,81.3,6,3,0.3,0.3,0.3,False,False,False,False,True,True,False,True,False,False,False,False,False,False,False,False,False
119.0,4LG,3,2884.1,0.96,23.26669,5.11,78.6,5,3,0.1,0.3,0.3,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False
215.3,12LG,5,2879.3,1.31,17.519196,5.05,80.3,7,3,0.3,0.3,0.1,False,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False
176.1,12LG,3,2869.2,1.27,20.69213,5.02,80.8,5,3,0.3,0.3,0.3,False,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False
150.0,13SM,4,2901.1,1.24,23.982428,5.08,79.7,6,3,0.3,0.3,0.3,False,False,False,False,True,False,False,True,False,False,False,False,True,False,False,False,False
